file_name,caption_1,caption_2,caption_3,caption_4,caption_5
uniform_soundscape_siren_dog_bark_8.wav,A dog is barking in the foreground and there is a background sound of a car horn.,"In the foreground, a dog is barking while there is a background sound of a car horn.","The sound of a dog barking is prominent in the foreground, accompanied by a faint car horn in the background.","Amidst the background noise of a car horn, a dog is barking in the foreground.",A dog is barking loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_siren_dog_bark_9.wav,A dog is barking in the foreground and there is a background sound of a car horn.,"In the foreground, a dog is barking while there is a background sound of a car horn.","The sound of a dog barking is prominent in the foreground, accompanied by a faint car horn in the background.","Amidst the background noise of a car horn, a dog is barking in the foreground.",A dog is barking loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_siren_dog_bark_12.wav,A dog barks in the foreground and a siren can be heard in the background.,"In the background, a siren blares while a dog barks in the foreground.",The sound of a siren fills the background as a dog barks in the foreground.,A siren wails in the background while a dog barks loudly in the foreground.,"Amidst the background noise of a siren, a dog barks in the foreground."
uniform_soundscape_car_horn_street_music_1.wav,"The sound of street music fills the background, while a car horn interrupts in the foreground.","In the foreground, a car horn blares, momentarily interrupting the background street music.","A car horn disrupts the foreground, amidst the backdrop of street music in the background.","While street music plays in the background, a car horn honks loudly in the foreground.","The background is filled with street music, but a car horn breaks through in the foreground."
uniform_soundscape_car_horn_street_music_4.wav,"The sound of street music fills the background, while a car horn interrupts in the foreground.","In the foreground, a car horn blares, momentarily interrupting the background street music.","Street music sets the background ambiance, but a car horn breaks through in the foreground.","Amidst the background street music, a car horn sounds in the foreground.","The background is filled with street music, but a car horn disrupts the foreground."
uniform_soundscape_car_horn_street_music_8.wav,"The sound of street music fills the background, interrupted by a car horn in the foreground.","In the foreground, a car horn blares amidst the background street music.","A car horn disrupts the background street music, taking the foreground.","While street music plays in the background, a car horn sounds in the foreground.","The foreground is dominated by a car horn, momentarily interrupting the background street music."
uniform_soundscape_car_horn_street_music_9.wav,"The sound of street music fills the background, while a car horn interrupts in the foreground.","In the foreground, a car horn blares, momentarily interrupting the background street music.","A car horn disrupts the background street music, making its presence known in the foreground.","While street music plays in the background, a car horn abruptly sounds in the foreground.","The background is filled with street music, but a car horn breaks through in the foreground."
uniform_soundscape_car_horn_street_music_12.wav,Street music is playing in the background.,"In the background, street music can be heard.",The sound of street music fills the background.,Background noise includes street music.,Street music plays softly in the background.
uniform_soundscape_children_playing_engine_idling_1.wav,The engine is idling in the background while children are playing in the foreground.,Children playing can be heard in the foreground while the engine is idling in the background.,"In the foreground, children can be heard playing while the engine idles in the background.",The sound of children playing fills the foreground as the engine idles in the background.,"Amidst the background noise of an idling engine, children can be heard playing in the foreground."
uniform_soundscape_children_playing_engine_idling_4.wav,The engine is idling in the background while children are playing in the foreground.,Children playing can be heard in the foreground while the engine is idling in the background.,"In the foreground, children can be heard playing while the engine idles in the background.",The sound of children playing fills the foreground as the engine idles in the background.,"Amidst the background noise of an idling engine, children can be heard playing in the foreground."
uniform_soundscape_children_playing_engine_idling_8.wav,The engine is idling in the background while children are playing in the foreground.,Children can be heard playing in the foreground while the engine idles in the background.,"In the foreground, children are playing while the engine idles in the background.",The sound of children playing fills the foreground as the engine idles in the background.,"Amidst the background noise of an idling engine, children can be heard playing in the foreground."
uniform_soundscape_children_playing_engine_idling_9.wav,The engine is idling in the background while children are playing in the foreground.,Children can be heard playing in the foreground while the engine is idling in the background.,"In the foreground, children are playing while the engine idles in the background.",The sound of children playing fills the foreground as the engine idles in the background.,Children playing loudly in the foreground are accompanied by the faint sound of an idling engine in the background.
uniform_soundscape_children_playing_engine_idling_12.wav,The engine is idling in the background while children are playing in the foreground.,Children playing can be heard in the foreground while the engine is idling in the background.,"In the foreground, children can be heard playing while the engine idles in the background.",The sound of children playing fills the foreground as the engine idles in the background.,"Amidst the background noise of an idling engine, children can be heard playing in the foreground."
uniform_soundscape_air_conditioner_jackhammer_1.wav,A jackhammer is heard in the background.,The sound of a jackhammer can be heard in the background.,"In the background, there is the noise of a jackhammer.",A jackhammer is operating in the background.,The background noise includes the sound of a jackhammer.
uniform_soundscape_air_conditioner_jackhammer_4.wav,"A jackhammer is heard in the background, accompanied by the sound of an air conditioner in the foreground.","In the foreground, an air conditioner hums while a jackhammer can be heard in the background.","The sound of an air conditioner fills the foreground, while a distant jackhammer can be heard in the background.","Amidst the background noise of a jackhammer, an air conditioner hums in the foreground.",An air conditioner hums loudly in the foreground while a jackhammer can be faintly heard in the background.
uniform_soundscape_air_conditioner_jackhammer_8.wav,A jackhammer is heard in the background.,"In the foreground, an air conditioner is running.",The sound of a jackhammer can be heard in the background.,An air conditioner is running in the foreground.,There is a jackhammer sound in the background and an air conditioner running in the foreground.
uniform_soundscape_air_conditioner_jackhammer_9.wav,A jackhammer is heard in the background.,An air conditioner hums in the foreground.,The background noise consists of a jackhammer.,An air conditioner operates in the foreground.,A jackhammer can be heard faintly in the background while an air conditioner hums in the foreground.
uniform_soundscape_air_conditioner_jackhammer_12.wav,A jackhammer is heard in the background.,"In the background, there is the sound of a jackhammer.",The sound of a jackhammer can be heard faintly in the background.,"Amidst the background noise, a jackhammer can be heard.",A jackhammer is buzzing away in the background.
uniform_soundscape_children_playing_car_horn_1.wav,Children playing can be heard in the foreground.,The sound of children playing is prominent.,"In the foreground, children can be heard playing.",The joyful sounds of children playing fill the air.,"Amidst the background noise, the sound of children playing stands out."
uniform_soundscape_children_playing_car_horn_4.wav,Children playing can be heard in the foreground.,The sound of children playing is prominent.,"In the foreground, children can be heard playing.",The joyful sounds of children playing fill the air.,"Amidst the background noise, the sound of children playing stands out."
uniform_soundscape_children_playing_car_horn_8.wav,Children playing can be heard in the foreground.,The sound of children playing is prominent.,"In the foreground, children can be heard playing.",The joyful sounds of children playing fill the air.,"Amidst the background noise, the sound of children playing stands out."
uniform_soundscape_children_playing_car_horn_9.wav,"In the background, a car horn can be heard while children are playing in the foreground.","Children playing can be heard in the foreground, accompanied by a faint car horn in the background.","The sound of children playing fills the foreground, with a distant car horn in the background.","Amidst the background noise of a car horn, children can be heard playing in the foreground.",Children playing loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_children_playing_car_horn_12.wav,"In the background, a car horn can be heard while children are playing in the foreground.","Children playing can be heard in the foreground, accompanied by a faint car horn in the background.","The sound of children playing fills the foreground, with a distant car horn in the background.","Amidst the background noise of a car horn, children can be heard playing in the foreground.",Children playing loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_street_music_car_horn_1.wav,"In the background, a car horn can be heard while street music plays in the foreground.",Street music fills the foreground as a car horn sounds in the background.,The foreground is filled with street music while a car horn plays softly in the background.,"Amidst the street music in the foreground, a car horn can be faintly heard in the background.",A car horn plays in the background as street music takes over the foreground.
uniform_soundscape_street_music_car_horn_4.wav,"In the background, a car horn can be heard while street music plays in the foreground.","Street music takes center stage in the foreground, accompanied by the distant sound of a car horn in the background.","The foreground is filled with lively street music, while a car horn provides a subtle background noise.","Amidst the vibrant street music in the foreground, a faint car horn can be heard in the background.","The background is filled with the distant sound of a car horn, while street music plays prominently in the foreground."
uniform_soundscape_street_music_car_horn_8.wav,"In the background, a car horn can be heard while street music plays in the foreground.",Street music fills the foreground as a car horn sounds in the background.,The foreground is filled with street music while a car horn plays softly in the background.,"Amidst the street music in the foreground, a car horn can be faintly heard in the background.","Street music takes center stage in the foreground, accompanied by a distant car horn in the background."
uniform_soundscape_street_music_car_horn_9.wav,"In the background, a car horn can be heard while street music plays in the foreground.",Street music fills the foreground as a car horn sounds in the background.,The foreground is filled with street music while a car horn plays softly in the background.,"Amidst the street music in the foreground, a car horn can be faintly heard in the background.",The background is filled with the sound of a car horn while street music plays in the foreground.
uniform_soundscape_street_music_car_horn_12.wav,"The sound of a car horn can be heard in the background, while street music plays in the foreground.","Street music fills the foreground, accompanied by the distant sound of a car horn in the background.","In the foreground, street music plays while a car horn can be faintly heard in the background.","Amidst the background noise of a car horn, street music plays in the foreground.","Street music takes center stage in the foreground, with the occasional sound of a car horn in the background."
uniform_soundscape_engine_idling_siren_1.wav,A siren blares in the background while an engine idles in the foreground.,"In the foreground, an engine idles while a siren blares in the background.","The sound of an engine idling is prominent in the foreground, accompanied by a blaring siren in the background.","Amidst the background noise of a blaring siren, an engine idles in the foreground.",An engine idles loudly in the foreground while a siren blares in the background.
uniform_soundscape_engine_idling_siren_4.wav,A siren blares in the background.,An engine is idling in the foreground.,An engine idling can be heard.,"In the foreground, an engine is idling.",The sound of an idling engine fills the foreground.
uniform_soundscape_engine_idling_siren_8.wav,A siren blares in the background.,An engine is idling in the foreground.,The sound of an idling engine is heard.,"In the foreground, an engine is idling.",An engine idles while a siren blares in the background.
uniform_soundscape_engine_idling_siren_9.wav,A siren blares in the background while an engine idles in the foreground.,"In the foreground, an engine idles while a siren blares in the background.","The sound of an engine idling is prominent in the foreground, accompanied by a distant siren in the background.","Amidst the background noise of a siren, an engine idles in the foreground.",An engine idles loudly in the foreground while a siren can be faintly heard in the background.
uniform_soundscape_engine_idling_siren_12.wav,A siren blares in the background while an engine idles in the foreground.,"In the foreground, an engine idles while a siren blares in the background.","The sound of an engine idling is prominent in the foreground, accompanied by a distant siren in the background.","Amidst the background noise of a siren, an engine idles in the foreground.",An engine idles loudly in the foreground while a siren can be faintly heard in the background.
uniform_soundscape_jackhammer_engine_idling_1.wav,The engine is idling in the background while a jackhammer is heard in the foreground.,"In the foreground, a jackhammer is pounding away while the engine idles in the background.","The sound of a jackhammer dominates the foreground, accompanied by the faint hum of an idling engine in the background.","Amidst the background noise of an idling engine, a jackhammer pounds away in the foreground.",A jackhammer is loudly at work in the foreground while the engine idles in the background.
uniform_soundscape_jackhammer_engine_idling_4.wav,The engine is idling in the background while a jackhammer is heard in the foreground.,"In the foreground, a jackhammer is pounding away while the engine idles in the background.","The sound of a jackhammer dominates the foreground, accompanied by the faint hum of an idling engine in the background.","Amidst the background noise of an idling engine, a jackhammer pounds away in the foreground.",A jackhammer is loudly at work in the foreground while the engine idles in the background.
uniform_soundscape_jackhammer_engine_idling_8.wav,The engine is idling in the background while a jackhammer is heard in the foreground.,"In the foreground, a jackhammer is pounding away while the engine idles in the background.","The sound of a jackhammer dominates the foreground, accompanied by the faint hum of an idling engine in the background.","Amidst the background noise of an idling engine, a jackhammer pounds away in the foreground.",A jackhammer is loudly at work in the foreground while the engine idles in the background.
uniform_soundscape_jackhammer_engine_idling_9.wav,The engine is idling in the background while a jackhammer is heard in the foreground.,"In the foreground, a jackhammer is pounding away while the engine idles in the background.","The sound of a jackhammer dominates the foreground, accompanied by the subtle hum of an idling engine in the background.","Amidst the background noise of an idling engine, a jackhammer pounds away in the foreground.",A jackhammer is loudly at work in the foreground while the engine idles in the background.
uniform_soundscape_jackhammer_engine_idling_12.wav,The engine is idling in the background while a jackhammer is heard in the foreground.,"In the foreground, a jackhammer is pounding away while the engine idles in the background.","The sound of a jackhammer dominates the foreground, accompanied by the faint hum of an idling engine in the background.","Amidst the background noise of an idling engine, a jackhammer pounds away in the foreground.",A jackhammer is loudly at work in the foreground while the engine idles in the background.
uniform_soundscape_air_conditioner_siren_1.wav,A siren blares in the background.,"In the background, a siren can be heard.",The sound of a siren fills the background.,A siren wails in the distance.,"In the background, a siren is sounding."
uniform_soundscape_air_conditioner_siren_4.wav,A siren blares in the background.,An air conditioner hums in the foreground.,The sound of an air conditioner can be heard.,"In the foreground, there is the sound of an air conditioner.",An air conditioner hums softly in the foreground.
uniform_soundscape_air_conditioner_siren_8.wav,A siren blares in the background while an air conditioner hums in the foreground.,"In the foreground, an air conditioner hums while a siren blares in the background.","The sound of an air conditioner humming is prominent in the foreground, accompanied by a distant siren blaring in the background.","Amidst the background noise of a siren, an air conditioner hums in the foreground.",An air conditioner hums softly in the foreground while a siren blares loudly in the background.
uniform_soundscape_air_conditioner_siren_9.wav,"A siren blares in the background, accompanied by the sound of an air conditioner in the foreground.","In the foreground, an air conditioner hums while a siren blares in the background.","The sound of an air conditioner fills the foreground, while a distant siren wails in the background.","Amidst the background noise of a siren, an air conditioner hums in the foreground.",An air conditioner hums softly in the foreground as a siren blares in the background.
uniform_soundscape_air_conditioner_siren_12.wav,A siren blares in the background.,An air conditioner hums in the foreground.,"The background is filled with the sound of a siren, while an air conditioner hums in the foreground.","In the foreground, an air conditioner hums, while a siren blares in the background.","The sound of a siren fills the background, accompanied by the hum of an air conditioner in the foreground."
uniform_soundscape_car_horn_children_playing_1.wav,Children can be heard playing in the background.,"In the background, there is the sound of children playing.",The background is filled with the joyful sounds of children playing.,"Amidst the background noise, children can be heard playing.",The sound of children playing fills the background.
uniform_soundscape_car_horn_children_playing_4.wav,"Children playing can be heard in the background, while a car horn sounds in the foreground.","In the foreground, a car horn honks while children playing can be heard in the background.","The sound of children playing fills the background, accompanied by the distinct honk of a car horn in the foreground.","Amidst the background noise of children playing, a car horn honks in the foreground.",A car horn honks loudly in the foreground while the sound of children playing can be faintly heard in the background.
uniform_soundscape_car_horn_children_playing_8.wav,Children can be heard playing in the background while a car horn blares in the foreground.,"In the foreground, a car horn blares while children can be heard playing in the background.","The sound of children playing fills the background, accompanied by a loud car horn in the foreground.","Amidst the background noise of children playing, a car horn blares in the foreground.",Children playing can be faintly heard in the background as a car horn blares loudly in the foreground.
uniform_soundscape_car_horn_children_playing_9.wav,Children playing can be heard in the background.,"In the background, there are sounds of children playing.",The background is filled with the joyful sounds of children playing.,"Amidst the background noise, children can be heard playing.",The distant sounds of children playing create a lively background atmosphere.
uniform_soundscape_car_horn_children_playing_12.wav,Children playing can be heard in the background.,"In the background, there are sounds of children playing.",The background is filled with the joyful sounds of children playing.,"Amidst the background noise, children can be heard playing.",The sound of children playing fills the background.
uniform_soundscape_siren_children_playing_1.wav,Children playing can be heard in the background.,"In the background, there are sounds of children playing.",The background is filled with the joyful sounds of children playing.,"Amidst the background noise, children can be heard playing.",The sounds of children playing create a lively background atmosphere.
uniform_soundscape_siren_children_playing_4.wav,Children playing can be heard in the background.,"In the background, there are sounds of children playing.",The background is filled with the joyful sounds of children playing.,"Amidst the background noise, children can be heard playing.",The sound of children playing fills the background.
uniform_soundscape_siren_children_playing_8.wav,Children playing can be heard in the background.,"In the background, there is the sound of children playing.",The background is filled with the joyful sounds of children playing.,"Amidst the background noise, children can be heard playing.",The sound of children playing fills the background.
uniform_soundscape_siren_children_playing_9.wav,Children playing can be heard in the background.,"In the background, there are sounds of children playing.",The background is filled with the joyful sounds of children playing.,"Amidst the background noise, children can be heard playing.",The sound of children playing fills the background.
uniform_soundscape_siren_children_playing_12.wav,"Children can be heard playing in the background, accompanied by the sound of a siren in the foreground.","In the foreground, a siren blares while children can be heard playing in the background.","The sound of children playing fills the background, while a siren wails in the foreground.","Amidst the background noise of children playing, a siren blares in the foreground.","Children playing create a lively background, while a siren cuts through the foreground."
uniform_soundscape_gun_shot_engine_idling_1.wav,The engine is idling in the background while a gun shot is heard in the foreground.,"In the foreground, a gun shot can be heard while the engine is idling in the background.","The sound of a gun shot stands out in the foreground, accompanied by the subtle hum of an idling engine in the background.","Amidst the background noise of an idling engine, a gun shot rings out in the foreground.",A gun shot echoes through the air as the engine idles softly in the background.
uniform_soundscape_gun_shot_engine_idling_4.wav,The engine is idling in the background while a gun shot is heard in the foreground.,"In the foreground, a gun shot is heard while the engine is idling in the background.","The sound of a gun shot stands out in the foreground, accompanied by the subtle hum of an idling engine in the background.","Amidst the background noise of an idling engine, a gun shot rings out in the foreground.",A gun shot echoes through the air as the engine idles softly in the background.
uniform_soundscape_gun_shot_engine_idling_8.wav,The engine is idling in the background while a gun shot is heard in the foreground.,A gun shot rings out in the foreground as the engine idles in the background.,"In the foreground, a gun shot is heard while the engine idles in the background.","The sound of a gun shot stands out in the foreground, accompanied by the subtle hum of the idling engine in the background.","Amidst the background noise of the idling engine, a gun shot reverberates in the foreground."
uniform_soundscape_gun_shot_engine_idling_9.wav,The engine is idling in the background while a gun shot is heard in the foreground.,"In the foreground, a gun shot can be heard while the engine is idling in the background.","The sound of a gun shot stands out in the foreground, accompanied by the subtle hum of an idling engine in the background.","Amidst the background noise of an idling engine, a gun shot rings out in the foreground.",A gun shot echoes through the air as the engine idles softly in the background.
uniform_soundscape_gun_shot_engine_idling_12.wav,The engine is idling in the background while a gun shot is heard in the foreground.,"In the foreground, a gun shot can be heard while the engine is idling in the background.","The sound of a gun shot stands out in the foreground, accompanied by the subtle hum of an idling engine in the background.","Amidst the background noise of an idling engine, a gun shot rings out in the foreground.",A gun shot echoes through the air as the engine idles softly in the background.
uniform_soundscape_air_conditioner_children_playing_1.wav,Children can be heard playing in the background while an air conditioner hums in the foreground.,"In the foreground, an air conditioner hums while children play in the background.","The sound of children playing fills the background, accompanied by the gentle hum of an air conditioner in the foreground.","Amidst the background noise of children playing, an air conditioner hums softly in the foreground.","Children's laughter and play can be heard in the background, while an air conditioner hums in the foreground."
uniform_soundscape_air_conditioner_children_playing_4.wav,Children can be heard playing in the background while an air conditioner hums in the foreground.,"In the foreground, an air conditioner hums while children play in the background.","The sound of children playing fills the background, accompanied by the gentle hum of an air conditioner in the foreground.","Amidst the background noise of children playing, an air conditioner hums softly in the foreground.","Children's laughter and play can be heard in the background, while an air conditioner hums in the foreground."
uniform_soundscape_air_conditioner_children_playing_8.wav,Children can be heard playing in the background while an air conditioner hums in the foreground.,"In the foreground, an air conditioner hums while children play in the background.","The sound of children playing fills the background, accompanied by the gentle hum of an air conditioner in the foreground.","Amidst the background noise of children playing, an air conditioner hums softly in the foreground.","Children's laughter and play can be heard in the background, while an air conditioner hums in the foreground."
uniform_soundscape_air_conditioner_children_playing_9.wav,Children can be heard playing in the background while an air conditioner hums in the foreground.,"In the foreground, an air conditioner hums while children play in the background.","The sound of children playing fills the background, accompanied by the gentle hum of an air conditioner in the foreground.","Amidst the background noise of children playing, an air conditioner hums softly in the foreground.","Children's laughter and play can be heard in the background, while an air conditioner hums in the foreground."
uniform_soundscape_air_conditioner_children_playing_12.wav,Children can be heard playing in the background while an air conditioner hums in the foreground.,"In the foreground, an air conditioner hums while children play in the background.","The sound of children playing fills the background, accompanied by the gentle hum of an air conditioner in the foreground.","Amidst the background noise of children playing, an air conditioner hums softly in the foreground.","Children's laughter and play can be heard in the background, while an air conditioner hums in the foreground."
uniform_soundscape_siren_street_music_1.wav,Street music is playing in the background while a siren blares in the foreground.,A siren interrupts the street music playing in the background.,The background street music is accompanied by a foreground siren.,"Amidst the street music playing in the background, a siren blares in the foreground.",The foreground siren disrupts the background street music.
uniform_soundscape_siren_street_music_4.wav,Street music is playing in the background.,A siren is blaring in the foreground.,A siren is interrupting the street music in the background.,"In the foreground, a siren is sounding while street music plays in the background.",The street music in the background is accompanied by a loud siren in the foreground.
uniform_soundscape_siren_street_music_8.wav,Street music is playing in the background.,A siren is blaring in the foreground.,A siren is interrupting the street music in the foreground.,"In the foreground, a siren is overpowering the street music.",The street music is accompanied by a loud siren in the foreground.
uniform_soundscape_siren_street_music_9.wav,Street music is playing in the background.,A siren is heard in the foreground.,A siren can be heard in the foreground.,A siren is sounding in the foreground.,Street music is playing softly in the background while a siren blares in the foreground.
uniform_soundscape_siren_street_music_12.wav,Street music is playing in the background.,A siren is blaring in the foreground.,A siren is interrupting the street music in the background.,"In the foreground, a siren is sounding while street music plays in the background.",The street music in the background is accompanied by a loud siren in the foreground.
uniform_soundscape_car_horn_jackhammer_1.wav,"In the background, there is the sound of a jackhammer, and in the foreground, there are two instances of a car horn.","Two car horn sounds can be heard in the foreground, while there is a constant background noise of a jackhammer.","The background noise consists of a jackhammer, while there are two instances of a car horn in the foreground.","There are two car horn sounds in the foreground, accompanied by the continuous background noise of a jackhammer.","Amidst the background noise of a jackhammer, two car horn sounds can be heard in the foreground."
uniform_soundscape_car_horn_jackhammer_4.wav,"In the background, there is the sound of a jackhammer, while in the foreground, a car horn can be heard.","A car horn is heard in the foreground, while a jackhammer provides background noise.","The sound of a jackhammer fills the background, while a car horn stands out in the foreground.","In the foreground, a car horn blares, contrasting with the background noise of a jackhammer.","While a car horn sounds in the foreground, a jackhammer hums in the background."
uniform_soundscape_car_horn_jackhammer_8.wav,"In the background, there is the sound of a jackhammer, while in the foreground, there are two instances of a car horn.","The sound of a jackhammer fills the background, while two instances of a car horn can be heard in the foreground.","A jackhammer provides a constant background noise, while two car horns sound in the foreground.","In the foreground, two car horns can be heard, amidst the background noise of a jackhammer.","The background is filled with the sound of a jackhammer, while two car horns sound in the foreground."
uniform_soundscape_car_horn_jackhammer_9.wav,"In the background, there is the sound of a jackhammer, while in the foreground, a car horn can be heard.","A car horn is audible in the foreground, while there is the background noise of a jackhammer.","The sound of a jackhammer fills the background, while a car horn stands out in the foreground.","In the foreground, a car horn can be heard, while there is the constant noise of a jackhammer in the background.","While a car horn blares in the foreground, there is the continuous sound of a jackhammer in the background."
uniform_soundscape_car_horn_jackhammer_12.wav,"In the background, there is the sound of a jackhammer, while in the foreground, a car horn can be heard.","A car horn is audible in the foreground, while there is the background noise of a jackhammer.","The sound of a jackhammer fills the background, while a car horn stands out in the foreground.","While a car horn blares in the foreground, there is the constant noise of a jackhammer in the background.","In the foreground, a car horn interrupts the constant noise of a jackhammer in the background."
uniform_soundscape_drilling_children_playing_1.wav,Children can be heard playing in the background while drilling sounds are prominent in the foreground.,"In the foreground, drilling sounds can be heard while children play in the background.",The sound of children playing serves as a background noise to the prominent drilling sounds in the foreground.,"Amidst the drilling sounds in the foreground, children can be heard playing in the background.","Drilling sounds take center stage in the foreground, accompanied by the distant sound of children playing in the background."
uniform_soundscape_drilling_children_playing_4.wav,Children can be heard playing in the background while drilling sounds are prominent in the foreground.,"In the foreground, drilling sounds can be heard while children are playing in the background.","The sound of drilling takes center stage in the foreground, accompanied by the distant laughter of children playing in the background.","Amidst the background noise of children playing, drilling sounds dominate the foreground.",Drilling sounds fill the air in the foreground while the faint sounds of children playing can be heard in the background.
uniform_soundscape_drilling_children_playing_8.wav,Children can be heard playing in the background while drilling sounds are prominent in the foreground.,The foreground is filled with the sound of drilling while children can be faintly heard playing in the background.,"Drilling noises dominate the foreground, accompanied by the distant sound of children playing in the background.","In the foreground, drilling sounds can be heard while children play in the background.","The background is filled with the joyful sounds of children playing, while drilling noises take center stage in the foreground."
uniform_soundscape_drilling_children_playing_9.wav,Children can be heard playing in the background while drilling sounds are prominent in the foreground.,"The foreground is filled with the sound of drilling, while children playing can be heard faintly in the background.","Drilling noises dominate the foreground, accompanied by the distant sound of children playing in the background.","In the foreground, drilling sounds can be heard, while children playing provide a subtle background noise.","The background is filled with the sound of children playing, while drilling noises take center stage in the foreground."
