query,batch_index,index_of_audio_output_tensor),audio_file_name,similarity_score_by_model,user_relevance_score,group
gunshot in the background while street music in the foreground,6719,319,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_engine_idling_children_playing_4.wav,0.4455,7
gunshot in the background while street music in the foreground,6719,238,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_gun_shot_street_music_9.wav,0.5187,10
dog bark is heard distinctly amidst the background of car horn,5213,305,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_siren_car_horn_8.wav,0.5056,3
dog bark is heard distinctly amidst the background of car horn,5213,300,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_siren_1.wav,0.4516,3
dog bark is heard distinctly amidst the background of car horn,5213,187,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_siren_12.wav,0.5229,3
dog bark is heard distinctly amidst the background of car horn,5213,370,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_siren_4.wav,0.5084,4
dog bark is heard distinctly amidst the background of car horn,5213,435,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_siren_12.wav,0.4544,5
dog bark is heard distinctly amidst the background of car horn,5213,165,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_siren_car_horn_4.wav,0.4642,1
dog bark is heard distinctly amidst the background of car horn,5213,402,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_siren_1.wav,0.4759,4
dog bark is heard distinctly amidst the background of car horn,5213,374,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_air_conditioner_1.wav,0.4996,3
dog bark is heard distinctly amidst the background of car horn,5213,73,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_air_conditioner_12.wav,0.5078,5
dog bark is heard distinctly amidst the background of car horn,5213,146,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_dog_bark_12.wav,0.4871,10
dog bark is heard distinctly amidst the background of car horn,8329,389,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_street_music_car_horn_9.wav,0.4543,2
dog bark is heard distinctly amidst the background of car horn,8329,281,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_children_playing_9.wav,0.5076,4
dog bark is heard distinctly amidst the background of car horn,8329,38,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_air_conditioner_8.wav,0.5445,2
dog bark is heard distinctly amidst the background of car horn,8329,171,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_siren_9.wav,0.4541,4
dog bark is heard distinctly amidst the background of car horn,8329,245,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_engine_idling_4.wav,0.4438,3
dog bark is heard distinctly amidst the background of car horn,8329,348,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_dog_bark_4.wav,0.446,10
dog bark is heard distinctly amidst the background of car horn,8329,19,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_gun_shot_dog_bark_12.wav,0.4547,1
dog bark is heard distinctly amidst the background of car horn,8329,272,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_siren_4.wav,0.5241,3
dog bark is heard distinctly amidst the background of car horn,8329,427,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_car_horn_8.wav,0.5041,10
dog bark is heard distinctly amidst the background of car horn,8329,161,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_children_playing_4.wav,0.541,3
while the corn is honking dog barks are heard at a distance in the background,6457,92,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_jackhammer_9.wav,0.3407,4
while the corn is honking dog barks are heard at a distance in the background,6457,157,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_children_playing_air_conditioner_4.wav,0.3011,1
while the corn is honking dog barks are heard at a distance in the background,6457,161,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_children_playing_4.wav,0.3702,3
while the corn is honking dog barks are heard at a distance in the background,6457,374,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_air_conditioner_1.wav,0.3539,3
while the corn is honking dog barks are heard at a distance in the background,6457,214,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_children_playing_jackhammer_1.wav,0.3083,4
while the corn is honking dog barks are heard at a distance in the background,6457,302,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_children_playing_8.wav,0.3187,4
while the corn is honking dog barks are heard at a distance in the background,6457,73,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_air_conditioner_12.wav,0.3277,4
while the corn is honking dog barks are heard at a distance in the background,6457,19,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_gun_shot_dog_bark_12.wav,0.3388,5
while the corn is honking dog barks are heard at a distance in the background,6457,187,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_siren_12.wav,0.3525,5
while the corn is honking dog barks are heard at a distance in the background,6457,427,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_car_horn_8.wav,0.3352,10
while the corn is honking dog barks are heard at a distance in the background,5703,370,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_siren_4.wav,0.305,5
while the corn is honking dog barks are heard at a distance in the background,5703,272,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_siren_4.wav,0.3423,5
while the corn is honking dog barks are heard at a distance in the background,5703,281,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_children_playing_9.wav,0.4446,4
while the corn is honking dog barks are heard at a distance in the background,5703,181,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_dog_bark_air_conditioner_4.wav,0.3016,6
while the corn is honking dog barks are heard at a distance in the background,5703,389,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_street_music_car_horn_9.wav,0.2975,4
while the corn is honking dog barks are heard at a distance in the background,5703,357,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_jackhammer_4.wav,0.2991,4
while the corn is honking dog barks are heard at a distance in the background,5703,352,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_gun_shot_children_playing_4.wav,0.3124,1
while the corn is honking dog barks are heard at a distance in the background,5703,38,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_air_conditioner_8.wav,0.3883,3
while the corn is honking dog barks are heard at a distance in the background,5703,165,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_siren_car_horn_4.wav,0.3389,2
while the corn is honking dog barks are heard at a distance in the background,5703,195,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/dh-new_scapes/uniform_soundscape_car_horn_children_playing_1.wav,0.3889,1
